 "id" $ "parag" $ "parag_value" $
 "http://ldf.fi/nbf/p1918" $ "http://ldf.fi/nbf/biography/p137592" $ "Filosofian professori Thiodolf Rein muistetaan ennen kaikkea hallintomiehenä. Hän toimi yliopiston vararehtorina ja rehtorina, kaksi eri kertaa sijaiskanslerina sekä useissa valtiollisissa komiteoissa. Hän vaikutti myös aktiivisesti kulttuurilehti Valvojan piirissä ja istui aatelin edustajana valtiopäivillä." $
 "http://ldf.fi/nbf/p1918" $ "http://ldf.fi/nbf/biography/p137593" $ "Helsinkiläissyntyinen Thiodolf Rein oli historian professori, yliopiston rehtori ja valtiopäiväedustaja Gabriel Reinin (1800 - 1867) poika. Hän kirjoitti ylioppilaaksi 1853 ja valmistui filosofian maisteriksi priimuksena 1860. Filosofian tohtorin arvon hän sai 1869 niin ikään priimuksena väitöskirjallaan Om kunskapens möjligmet (1867)." $
 "http://ldf.fi/nbf/p1918" $ "http://ldf.fi/nbf/biography/p137594" $ "Thiodolf Rein valittiin filosofian professoriksi J. V. Snellmanin jälkeen 1869 pitkän ja kiistellyn prosessin jälkeen. Vastakkain olivat Snellmanin hegeliläistä idealismia ja suomenmielistä poliittista näkemystä edustanut Rein ja materialistista filosofian kantaa ja liberalismia kannattanut Wilhelm Bolin (1835 - 1924). Rein oli sitten monellakin tapaa Snellmanin työn jatkaja: hänen filosofiset ja psykologiset näkemyksensä edustivat idealismia - vaikkeivät myöhemmin enää nimenomaan Hegelin koulukunnan mukaan - , ja poliittisessa kentässä hän sijoittui suomenmielisiin. Ylipäätään Rein sopi hyvin snellmanilaiseen sivistyneistön kuvaan toimiessaan aktiivisesti sekä akateemisena opettajana että hallintomiehenä." $
 "http://ldf.fi/nbf/p1918" $ "http://ldf.fi/nbf/biography/p137595" $ "Filosofina Rein muistetaan parhaiten edelleen toimivan Filosofisen Yhdistyksen perustajana. Filosofisessa tuotannossaan hän keskittyi erityisesti sielutieteeseen, jolla nimellä psykologiaa tuolloin kutsuttiin. Verrattain pitkänä, vuoteen 1900 jatkuneena professuurikautenaan Rein ehti luennoida monista eri aiheista, mutta mitään merkittävää uutta tutkimusta hän ei ehtinyt luoda. Hänen laajin teoreettinen julkaisunsa jäi keskeneräiseksi. Suunnittelemastaan psykologian yleisesityksestä hän sai valmiiksi kaksi noin viisisataasivuista ruotsinkielistä nidettä. Vaikka kolmas osa jäikin käsikirjoitusten asteelle, Rein oli joka tapauksessa siirtämässä suomalaista psykologiaa kokemusperäisen ja kokeellisenkin tiedon huomioon ottavaksi tieteenalaksi. Aiemminhan Snellmanin psykologia oli ollut puhtaasti teoreettinen opinala. Parhaiten Reinin tuotannosta kuitenkin tunnetaan laaja Snellman-elämäkerta, joka ilmestyi 1895 ja 1900." $
 "http://ldf.fi/nbf/p1918" $ "http://ldf.fi/nbf/biography/p137596" $ "Rein oli 1883 - 1897 Valvojan toimituksessa, 1885 - 1887 päätoimittajana. Lehden piirissä toiminut ryhmä oli yhteiskunnallisilta ja kielipoliittisilta ajatuksiltaan Suomalaisen Puolueen pääjoukkoa vapaamielisempää ja se tiedosti sosiaaliset epäkohdat paremmin. Rein itse luonnehti linjaa muistelmissaan ""humanisoiduksi fennomaniaksi"". Niin ikään hän oli jo varhain sillä kannalla, että säätyvaltiopäivät olisi vaihdettava kaksikamariseen eduskuntaan. Kielikysymyksessä hän otti sovittelevan roolin ja näki varsinkin venäläistämiskausien aikana kansalliset edut monin verroin tärkeämmiksi." $
 "http://ldf.fi/nbf/p1918" $ "http://ldf.fi/nbf/biography/p137597" $ "Yliopiston sijaiskanslerina vuodesta 1896 Rein pyrki luonteenomaiseen tapaansa sovittelemaan ja pehmentämään yleisvaltakunnallistamispyrkimyksiä. Hän sai kuitenkin 1901 viralliset nuhteet kenraalikuvernööri V. von Plehweltä kirjoitettuaan nimensä asevelvollisuusadressiin, ja kaksi vuotta myöhemmin Nikolai Bobrikov erotutti hänet ja nimitti tilalle myöntyväisyyssuunnan edustajan ( J. R. Danielson-Kalmari) J. R. Danielsonin. Olojen rauhoituttua 1906 Rein nimitettiin virkaan uudelleen, ja hän hoiti sitä vielä vuoteen 1910." $
 "http://ldf.fi/nbf/p1918" $ "http://ldf.fi/nbf/biography/p137598" $ "Rein palkittiin pitkästä päivätyöstä yliopisto-oppineena ja hallintomiehenä useilla arvonimillä. Hän sai kanslianeuvoksen arvon 1889, valtioneuvoksen arvon 1893 ja todellisen valtioneuvoksen arvon 1899." $
  "http://ldf.fi/nbf/p1920" $ "http://ldf.fi/nbf/biography/p137629" $ "Maanviljelysopin professori Gösta Grotenfelt oli 1890-luvulta 1920-luvun alkuun Suomen maatalouden monitoimimies. Hän osallistui aktiivisesti useimpiin alan valtakunnallisten yhteenliittymien toimintaan ja oli myös tuottelias kirjoittaja." $
 "http://ldf.fi/nbf/p1920" $ "http://ldf.fi/nbf/biography/p137630" $ "Etelä-Savon kartanoalueella Joroisten Järvikylässä hovioikeudenneuvos Nils ja Ottiliana Grotenfelt kasvattivat 1800-luvun puolivälissä syntynyttä lapsiparveaan sekä maatalouden hoitoon että virkamieselämään. Maataloudellinen harrastuneisuus ei välttämättä kuulunut säätyläisten elämäntapaan, mutta kenties lukuisia toimettomia sukulaisiaan katseltuaan Nils Grotenfelt liitti poikiensa kesälomaohjelmaan työkasvatuksen peltovainioilla. Tuloksena oli kaksikin merkittävää maatalousmiestä." $
 "http://ldf.fi/nbf/p1920" $ "http://ldf.fi/nbf/biography/p137631" $ "Esikoisesta Nils Grotenfeltistä tuli lypsykarjatalouden uranuurtaja ja maanviljelyshallituksen ensimmäinen ylijohtaja. Karl Gustaf Johannes eli Gösta Grotenfelt seurasi isoaveljeään maatalousalalle. Tultuaan 1877 filosofian kandidaatiksi ja maisteriksi kasvitiede pääaineena hän harjoitti maatalousopintoja Kööpenhaminan maatalouskorkeakoulussa Tanskassa, jonka viljely- ja varsinkin maitotalousoloista otettiin Suomessa paljon oppia." $
 "http://ldf.fi/nbf/p1920" $ "http://ldf.fi/nbf/biography/p137632" $ "Puolisonsa Gösta Grotenfelt löysi lapsuudenkodistaan. Ellen Moberg oli perheen ruotsalainen kotiopettaja. Pariskunta jäi lapsettomaksi mutta otti kasvatikseen kaksi orvoksi jäänyttä sukulaistyttöä." $
 "http://ldf.fi/nbf/p1920" $ "http://ldf.fi/nbf/biography/p137633" $ "Opintovuosiensa jälkeen Gösta Grotenfelt hoiti veljensä kanssa kotikartanoa ja sen meijerikoulua; avioiduttuaan 1884 hän toimi Tyrvännön Lahdentaan ja Vesilahden Laukon kartanoissa suurtilojen tilanhoitajana, kunnes hän 36-vuotiaana 1891 siirtyi maan korkeinta maatalousopetusta antavan Mustialan maanviljelys- ja meijeriopiston johtajaksi. Mustialan maine ei ollut erityisen hyvä, joten Grotenfeltin tapaiset kunnianhimoiset nuoret miehet hakivat agronominoppinsa mieluummin ulkomailta. 1890-luvun alussa alettiin suunnitella opetuksen siirtämistä pääkaupunkiin, mitä Grotenfeltitkin voimakkaasti ajoivat. Väliaikana valtio ei juuri investoinut laitokseen, mutta Gösta Grotenfelt sai kuitenkin vahvistettua oppilaitoksen mainetta. Hän perusti Mustialaan maatalousmuseon, johon hän keräsi vanhoja työkaluja ja koneita. Keruutoiminta jatkui myöhemminkin hänen ollessaan professorina sekä Valtion maanviljelystaloudellisen koelaitoksen johtajana Tikkurilassa." $
 "http://ldf.fi/nbf/p1920" $ "http://ldf.fi/nbf/biography/p137634" $ "Maatalouden kehitys- ja järjestötoiminta oli ollut hyvin kartanokeskeistä 1890-luvulle asti, jolloin uuden, kansanläheisemmän suuntauksen agitaattorina alkoi toimia filosofian tohtori Hannes Gebhard. Hän arvosteli agronomikuntaa tavallisen kansan tarpeiden laiminlyömisestä ja kohdisti tällöin kritiikkinsä muun muassa Gösta Grotenfeltiä vastaan. Henkilökohtaiseksi ristiveto muuttui, kun yliopistoon valittiin ensimmäiset maatalousalan professorit. Maanviljelyskemian ja -fysiikan professorin valinta sujui vielä ongelmitta, sillä Grotenfeltin kollega Arthur Rindell oli virkaan itseoikeutettu. Maanviljelystalouden ja maanviljelysopin professorin nimitysprosessista sen sijaan tuli pitkä ja riitainen. Muodollisesti keskusteltiin tieteestä, mutta enemmän kyse oli politiikasta: Grotenfelt oli ruotsinkielinen liberaali, kilpahakija Gebhard lähellä vanhasuomalaista piiriä oleva pellervolainen. Grotenfelt voitti ja siirtyi professoriksi Helsinkiin 1901. Vuonna 1906 virka muutettiin maanviljelysopin professuuriksi. Lisäksi Grotenfelt oli Valtion maanviljelystaloudellisen koelaitoksen kasvinviljelysosaston johtaja 1904 - 1912." $
 "http://ldf.fi/nbf/p1920" $ "http://ldf.fi/nbf/biography/p137635" $ "Jo Mustialan-vuosinaan Grotenfelt oli maan ehdotonta maatalouseliittiä, ja tilannetta vahvisti hänen veljensä asema maanviljelyshallinnossa. Grotenfeltin erikoispiirteitä olivat tavaton laaja-alaisuus ja kirjallinen tuotteliaisuus. Alun perin hän erikoistui maitotalouteen ja bakteriologiaan, mutta hänen pääteoksenaan pidetään osin postuumia teosta Suomalainen peltokasviviljelys. Hänen erityinen lempilapsensa oli maatalousetnografia, millä alalla hän lienee tehnyt kestävimmät saavutuksensa. Lisäksi hän kirjoitti hampunviljelystä ja poronmaitotaloudesta, kiivaili hevosten jalostuksesta, selosti sokerijuurikaskokeita ja testautti muokkausvälineistöä. Osuusmeijerijärjestelmän hän esitteli ensimmäisenä Suomessa. Grotenfelt matkusti paljon ja ylläpiti kiinteitä kontakteja varsinkin Pohjoismaihin." $
 "http://ldf.fi/nbf/p1920" $ "http://ldf.fi/nbf/biography/p137636" $ "Grotenfeltin laaja-alaisuudesta kertoo myös se, että hän osallistui miltei kaikkeen maataloudelliseen yhteistoimintaan; toisaalta tämä merkitsi hänen voimiensa hajottamista. Yliopistomiehenä Puttea, kuten opiskelijat häntä kutsuivat, kiitettiin avuliaisuudesta ja myötäelämisestä, ei niinkään opetuksesta tai tutkimuksesta. Myös suomenmieliset opiskelijat arvostivat Grotenfeltia yleisesti, joskaan eivät säröttömästi. Gebhard hengenheimolaisineen sen sijaan näki hänet syrjäytettävän ruotsalaisen aatelin edustajana eikä sellaisena edes erityisen etevänä." $
 "http://ldf.fi/nbf/p1920" $ "http://ldf.fi/nbf/biography/p137637" $ "Grotenfelt kuoli sydänvaivoihin ehtimättä eläkkeelle. Poliittissävyiset jännitteet rasittivat osaltaan luonteeltaan hyväntahtoista Grotenfeltiä, mutta Suomen maatalouden kehittämisen kannalta kilpailuasetelma oli ehkä hedelmällinen." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137710" $ "Gunnar Nordström on maailmalla tunnetuin suomalainen fyysikko. Hän kehitti yhtä aikaa Albert Einsteinin kanssa suhteellisuusteorian kenttäyhtälöitä. Nordströmin painovoiman teoria oli suppeamman suhteellisuusteorian mukainen. Hän ehdotti ensimmäisenä viidennen ulottuvuuden käyttöönottamista painovoiman ja sähkömagnetismin yhdistävän yhtenäiskenttäteorian aikaansaamiseksi." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137711" $ "Gunnar Nordström oli Albert Einsteinia kaksi vuotta nuorempi, ja juuri Einstein piti häntä erityisessä arvossa. Molemmat tutkijat askartelivat samojen ongelmien kanssa 1910-luvun alkuvuosina ja kuuluivat siihen suppeaan tutkijapiiriin, joka järjesteli avaruuden ja ajan yhtälöitä uuteen uskoon. Nordströmin tutkimukset eivät jääneet sellaisinaan valmiina virstanpylväinä fysiikan historiaan, vaan toimivat tiennäyttäjinä valmiimmille oppirakennelmille." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137712" $ "Tämä merkittävän kansainvälisen uran luonut suomalainen tutkija syntyi 1881. Hän kuului isänsä, Taideteollisuuskoulun rehtori ja Ateneumin taloudenhoitaja Ernst Samuel Nordströmin puolelta vanhaan porvarissukuun. Äiti oli Alina Sofia Hirn. Nuori Gunnar Nordström ehti hankkia itselleen koneinsinöörin koulutuksen, mutta varsin pian teoreettisemmat pohdinnat vetivät häntä puoleensa. Hän valmistui 1905 filosofian kandidaatiksi (vihittiin maisteriksi 1907) ja lähti sitten opettajansa Hjalmar Tallqvistin innostamana Göttingeniin opiskellakseen Uusmaalaisen osakunnan stipendiaattina fysikaalista kemiaa Walter Nernstin johdolla." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137713" $ "Göttingen, jonne Nordström saapui huhtikuussa 1906, oli modernin elektrodynamiikan tutkimuksen polttopisteessä. Siellä vaikuttivat Hermann Minkowski ja Max Abraham, joista viimeksi mainittu kuului painovoimateoriaa kehitelleiden fyysikoiden ydinryhmään. Julkaistuaan vain yhden ainoan artikkelin fysikaalisen kemian alalta Nordström luopui siitä ja heittäytyi täysin rinnoin mukaan uuden fysiikan ajankohtaisiin virtauksiin. Nordströmin väitöskirja liikkuvien kappaleiden sähkömagneettisen kentän energiayhtälöstä (1908) on oiva osoitus Göttingenissä saaduista vaikutteista. Väitöskirjan virtuoosimaisesta yhtälöiden käsittelystä näkyy, että Nordström oli löytänyt omimman alansa." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137714" $ "Nordström esitteli 1909 Einsteinin 1905 julkaiseman suppeamman suhteellisuusteorian suomalaiselle tiedeyhteisölle. Hänestä Einsteinin suhteellisuusperiaate ja Minkowskin ""maailmanpostulaatti"" olivat itse asiassa identtisiä huolimatta muodollisista eroistaan. Teoreetikkona Nordström piti Minkowskin muotoilua elegantimpana. Yliopiston teoreettisen fysiikan (1910 - ) ja fysiikan (1916 - ) dosenttina hän oli Helsingissä se henkilö, jolta varttuva suomalainen fyysikkopolvi omaksui tietonsa näistä fysiikan perusteissa tapahtuneista mullistuksista. Rolf Nevanlinna muisteli Nordströmin luentojen olleen hänelle tässä suhteessa merkityksellisiä." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137715" $ "Tuon ajan teoreettisen fysiikan suuriin haasteisiin kuului suhteellisuusteorian ulottaminen gravitaatioteoriaan siten, että gravitaatioilmiöt ja taivaankappaleiden liikkeet selittyisivät yhtä tarkasti kuin Newtonin teoriassa. Einstein ja Abraham olivat 1911 hahmotelleet painovoimateorioita, joissa valon nopeus kytkettiin skalaariin gravitaatiopotentiaaliin. Suhteellisuusteorian kipakkana vastustajana Abraham oli riemuissaan, kun Einstein oli hänen nähdäkseen luopunut valonnopeuden vakioisuudesta kytkiessään sen gravitaatiokentän potentiaaliin. Abrahamin oma teoria ei ollut suhteellisuusteorian mukainen eikä edes johdonmukainen, mutta sisälsi monia tuoreita oivalluksia. Hänen esittämänsä kritiikki vaikutti osaltaan siihen, että Einstein luopui kokonaan skalaariteorian kehittelystä ja keskittyi omassa työssään tensoreihin." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137716" $ "Seurattuaan Einsteinin ja Abrahamin painovoimateoreettista ajatustenvaihtoa, Nordström esitti 1912 oman näkemyksensä. Sen julkaisemiseen Physikalische Zeitschriftissä vaikutti omalta osaltaan lehteä toimittanut Max Planck, joka halusi tukea nuoren suomalaisen tutkijan omaperäisiä ajatuksia." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137717" $ "Nordström halusi hahmotella sellaisen painovoiman relativistisen teorian, joka toteuttaisi Einsteinin jo 1907 painovoimateorialle asettamat tavoitteet, mutta säilyttäisi valon nopeuden vakioisuuden. Tämän hän toteutti kenttäyhtälöissään siten, että kappaleen niin sanottu painava massa tuli riippuvaiseksi gravitaatiopotentiaalista. Tämä Nordströmin ensimmäinen teoria oli puutteellinen sikäli, ettei painovoimakentän lähdettä määritelty kunnollisesti. Einsteinin kanssa käymänsä kirjeenvaihdon perusteella Nordström epäili itsekin teoriansa fysikaalisten seurausten poikkeavan kokemuksesta. Einstein oli näet jo ehtinyt laskea, että Nordströmin teorian mukaan pyörivä kappale kiihtyisi painovoimakentässä pyörimätöntä nopeammin. Einsteinin laskutulos ei kuitenkaan ole kiistaton, vaan sitä on vielä vuosikymmeniä myöhemmin kritisoitu." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137718" $ "Heinäkuussa 1913 Nordström vieraili Zürichissä. Keskustelut Einsteinin kanssa johtivat uusiin painovoiman yhtälöihin (Nordströmin 2. teoria). Niissä gravitaatiokentän lähteenä oli energia-impulssitensori, joka esitti keskeistä osaa myös Einsteinin tulevassa teoriassa. Einstein oli erittäin kiinnostunut tästä uudesta skalaariteoriasta, vaikka hän itse pysyttelikin valitsemallaan tensoriteoreettisella tiellä. Syyskuussa 1913 Wienissä pidetyssä Saksalaisessa luonnontieteilijätapaamisessa Einstein, Preussin akatemian vastavalittu jäsen, esitti laajan katsauksen painovoimateorian senhetkiseen tilaan. Hän omisti huomattavan osan alustuksestaan Nordströmin uudelle teorialle, joka hänen mukaansa oli siihen asti esitetyistä teorioista ainoa, joka oli sekä johdonmukainen että toteutti Einsteinin hyvältä teorialta edellyttämän ekvivalenssiperiaatteen, energian ja impulssin säilymisen sekä antoi rajatapauksena suppeamman suhteellisuusteorian. Tämä tunnustus kuuluu epäilemättä suomalaisen teoreettisen fysiikan kaikkien aikojen huippusaavutuksiin." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137719" $ "Saksalainen Max Behacker teki Nordströmin painovoimateorian mukaiset planeettojen ratalaskelmat jo 1913. Merkuriuksen perihelin kiertymä osoittautui liian pieneksi ja sitä paitsi kiertymä oli väärään suuntaan. Perihelikiertymän todistusarvoarvo ei kuitenkaan ollut fyysikoiden keskuudessa vielä 1910-luvun alussa yhtä suuri kuin myöhemmin. Valonsäteen punasiirtymälle teoria antoi oikean ennustuksen. Olennaisin ero Nordströmin skalaariteorian ja Einsteinin tensoriteorian välillä oli siinä, ettei edellinen ennusta minkäänlaista valonsäteen taipumista painovoimakentässä." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137720" $ "Teorioiden paremmuuden kokeellinen testaaminen aiottiin suorittaa elokuussa 1914. Einsteinin lähipiiriin kuulunut fyysikko Paul Ehrenfest kertoi tämän sanoneen: ""Einstein väittää pelottoman varmasti, ettei mitään kolmatta teoriaa voi olla olemassa. Jos valonsäteet ensi vuonna taipuvat, on Einstein oikeassa, ja jos ne kulkevat suoraan, niin Nordström on oikeassa!"" Maailmansota sotki kuitenkin tutkijoiden suunnitelmat. Etelä-Venäjälle lähtenyt saksalainen auringonpimennysretkikunta otettiin sotavangeiksi." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137721" $ "Einstein ja hänen hollantilainen kollegansa A. D. Fokker muotoilivat Nordströmin tulokset uudestaan 1914 differentiaaligeometriaa käyttäen, niin että teoria sai sille kuuluvan asemansa yleisen suhteellisuusteorian skalaarimuotoisena edelläkävijänä. Sellaisena se oli hyödyllinen esikuva sitä matemaattisesti mutkikkaammalle tensoriteorialle, jonka yhtälöihin Einstein päätyi syksyllä 1915." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137722" $ "Yleisen suhteellisuusteorian julkistaminen 1915 ei heti vakuuttanut kaikkia fyysikoita sen paremmuudesta. Niinkin merkittävä tutkija kuin Max von Laue julkaisi 1917 laajan katsauksen Nordströmin teoriaan pitäen sitä hyvin vakavasti otettavana kilpailijana Einsteinin teorialle. Vasta vuoden 1919 auringonpimennyksen yhteydessä saatiin suoritetuksi mittaukset, jotka kallistivat kokeellisen vaa'ankielen Einsteinin teorian kannalle." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137723" $ "Nordström itse jaksoi uskoa omaan teoriaansa aina alkuvuoteen 1916 asti. Hän yritti 1914 - 1915 yhdistää painovoiman ja sähkömagneettisen vuorovaikutuksen yhtenäiskenttäteoriaksi." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137724" $ "Luonnon perusvoimat yhdistävä yhtenäiskenttäteoria oli 1900-luvun fysiikan suurin haaste, joka edelleen uhmaa tutkijoita. Nordströmin yhtenäiskenttäteoria on tietenkin epätyydyttävä, koska se perustuu hänen virheelliseen painovoimateoriaansa. Nordström käsitteli neliulotteista aika-avaruutta viisiulotteisen jatkumon projektiona. Matemaattisesta näppäryydestään huolimatta viides ulottuvuus ei tuonut teoriaan mitään fysikaalisesti uutta sisältöä. Joka tapauksessa Nordström oli ensimmäinen tutkija, joka tuli ajatelleeksi luonnon perusvoimien yhdistämistä viidennen ulottuvuuden avulla. Aikalaisten parissa viisiulotteinen teoria ei saanut osakseen minkäänlaista huomiota. Einsteinin ei tiedetä kommentoineen sitä mitenkään." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137725" $ "Nordströmin vielä eläessä myös Königsbergin yliopiston dosentti Theodor Kaluza julkaisi 1921 ajatuksen viidennestä ulottuvuudesta. Nordström ja Kaluza eivät luultavasti tienneet toistensa tutkimuksista. Ajatukseen viidennestä ulottuvuudesta päätyi myös ruotsalainen matemaatikko Oskar Klein 1926. Jälkimaailma puhuu Kaluzan-Kleinin teoriasta, ja Nordström on viime aikoihin saakka unohdettu tässä yhteydessä. Teoreettisen fysiikan uusimpien käsitysten mukaan korkeampia ulottuvuuksia täytyy olla enemmänkin. Maailmankaikkeus olisi joko 11-ulotteinen (M-teoria) tai 12-ulotteinen (F-teoria). Korkeampien ulottuvuuksien tultua fysiikassa ajankohtaisiksi on myös Nordströmin nimi noussut uudestaan tunnetummaksi." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137726" $ "Kun Nordström hylkäsi tyystin skalaariteoriansa kehittelyn 1916, kyseessä ei ollut äkillinen mielenmuutos, vaan avoimen tieteellisen ajatustenvaihdon kautta kypsynyt valinta. Taitavana teoreetikkona hän valitsi enemmän mahdollisuuksia sisältävän teorian. Minkowskin elektrodynamiikkaa soveltamalla hän oli päässyt pitkälle, mutta yleinen suhteellisuusteoria tuntui tarjoavan paljon enemmän." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137727" $ "Vuodet 1916 - 1919 Nordström vietti Leidenissä Rosenbergin stipendin turvin. Siellä hän työskenteli huippuluokan teoreettisista fyysikoista muodostuvassa yhteisössä, johon kuuluivat sellaiset tutkijat kuin H. A. Lorentz, P. Ehrenfest, W. de Sitter, A. D. Fokker. Einstein oli Leidenissä hyvin usein nähty vieras. Nordström lähettikin 1916 hänelle seuraavanlaisen postikortin: ""Hyvä Prof. Einstein. Täällä Leidenissa on niin monia, jotka haluaisivat tavata teidät, että parasta olisi jos voisitte siirtää koko Leidenin kaupungin asukkaineen luoksenne. Mikäli suinkin voitte osoittaa mahdolliseksi sellaisen koordinaatiston, jonka suhteen tämä käy päinsä, olisivat kaikki ystävänne Hollannissa siitä mielissään. Olen täällä ollessani työskennellyt teoriaanne liittyvien kysymysten parissa, ja tahtoisin keskustella kanssanne erinäisistä siihen liittyvistä asioista."." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137728" $ "Nordströmin tutkimustyö keskittyi Leidenissä Hamiltonin periaatteeseen yleisessä suhteellisuusteoriassa. Leidenin aikanaan hän ratkaisi kenttäyhtälöt sähköisesti varautuneelle pallosymmetriselle massakappaleelle. Saksalainen Hans Reissner oli aiemmin esittänyt ratkaisun pistemäiselle massalle. Nykyään näistä mustiin aukkoihin liittyvistä tuloksista käytetään kirjallisuudessa yleisesti nimitystä Reissnerin-Nordströmin metriikka." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137729" $ "Leidenissä Nordström tapasi fysiikanopiskelija Cornelia van Leeuwenin, jonka kanssa hän avioitui 1917. Todennäköisesti juuri avioliitto vaikutti siihen, että vuosia dosenttiopetuksen ja apurahojen varassa elänyt Nordström alkoi kaivata pysyvää virkaa, jolla turvata kasvavan perheen elatus. Suomalaisten apurahapäättäjien mielestä näet ""neljättä ulottuvuutta sopii tutkia kotona, tarvitsematta matkustaa ulkomaille sitä pohtimaan""." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137730" $ "Berliinin yliopistossa oli tuolloin haussa ylimääräinen fysiikan professuuri, johon lopulta nimitettiin Max Born. Nordström haki kyseistä virkaa, mutta päätyi ottamaan vastaan turvatumman aseman Helsingin Teknillisen korkeakoulun fysiikan professorina 1918 lähtien. Matkustusluvan saaminen Suomeen ei kuitenkaan ollut mutkatonta ensimmäisen maailmansodan olosuhteissa, vaan Einstein ja joukko tunnettuja kollegoita joutui hoitamaan nuoripari Nordströmin paperisotaa." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137731" $ "Suomeen paluun jälkeiset vuodet olivat Nordströmille henkilökohtaisesti työteliäitä, mutta tieteenhistorian lehdiltä hän katoaa 1919. Hänestä tuli 1920 Teknillisen korkeakoulun mekaniikan professori. Muutamat kotimaassa julkaistut artikkelit kertovat jatkuvasta mielenkiinnosta yleisen suhteellisuusteorian perusteisiin. Teknillisessä aikakauslehdessä 1920 julkaistussa kansantajuisessa kirjoituksessa Nordström toteaa vaatimattomaan tyyliinsä: ""Einsteinin tehtäväksi jäi se painovoimaprobleemin ratkaisu, joka selittää taivaankappalten liikkeet ei ainoastaan yhtä hyvin vaan paremminkin kuin Newtonin laki."." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137732" $ "Tätäkin kouriintuntuvammin hän osoitti arvostavansa yleistä suhteellisuusteoriaa ehdottaessaan 1920 ja 1922 Nobelin fysiikan palkintoa Einsteinille. Nordström ei liene punninnut Nobel-komitean asiantuntemusta kovin korkealle, sillä jälkimmäisellä kerralla hän oli liittänyt mukaan artikkelin Mitä suhteellisuusteoriasta on ymmärrettävissä ilman matematiikkaa. Epäilykset osuivatkin oikeaan, sillä Nobel-komitea oli uskonut Einsteinin elämäntyön punnitsemisen silmälääkärin tehtäväksi. Palkinnon perusteissa mainittiinkin vain valosähköisen ilmiön teoreettinen selitys eikä lainkaan suhteellisuusteoriaa." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137733" $ "Nordström oli paitsi taitava teoreetikko myös innokas uusien ilmiöiden kokeilija, jonka luennoilla ja seminaareissa seurattiin fysiikan tuoreimpia ilmiöitä. Häntä kiehtoivat erityisesti radioaktiiviset ilmiöt. Nordström työskenteli 1914 jonkin aikaa Wienissä Stefan Meyerin laboratoriossa vain tyydyttääkseen uteliaisuuttaan tässä suhteessa. Jo 1913 hän oli julkaissut kartoituksen Suomen pohjavesien radioaktiivisuudesta." $
 "http://ldf.fi/nbf/p1924" $ "http://ldf.fi/nbf/biography/p137734" $ "Huolimaton uraanin käsittely saattoi olla osasyynä siihen, että Suomen merkittävin fyysikko sairastui perniöösiin anemiaan 1923 ja kuoli saman vuoden jouluaattona vain 42 vuoden ikäisenä. Sairastumisen aiheutti mahdollisesti radioaktiivinen säteily, sillä Nordströmin kerrotaan kanniskelleen voimakkaasti radioaktiivisia säteilymittareitaan jopa rintataskussaan tutkiessaan Suomen luonnonlähteiden veden ""radioemanaatiota"". Nordströmin tytär kertoi, ettei hänen isänsä koviin tuskiin siihen aikaan osattu antaa juuri muuta lievitystä kuin mustikkakeittoa." $
